Tree,Group,periodBegin,periodEnd
TV4,1158,2022-08-22T01:00:00Z,2022-08-22T04:45:00Z
TV4,1159,2022-08-24T20:00:00Z,2022-08-25T05:45:00Z
TV4,1160,2022-08-27T19:30:00Z,2022-08-28T05:30:00Z
TV4,1161,2022-08-28T23:00:00Z,2022-08-29T03:45:00Z
TV4,1162,2022-09-01T19:30:00Z,2022-09-02T05:45:00Z
TV4,1163,2022-09-03T23:00:00Z,2022-09-04T03:00:00Z
TV4,1164,2022-09-04T21:15:00Z,2022-09-05T00:15:00Z
TV4,1165,2022-09-07T20:30:00Z,2022-09-08T05:45:00Z
TV4,1166,2022-09-11T22:00:00Z,2022-09-12T04:45:00Z
TV4,1167,2022-09-13T01:45:00Z,2022-09-13T06:00:00Z
TV4,1168,2022-09-14T02:00:00Z,2022-09-14T05:30:00Z
TV4,1169,2022-09-15T23:00:00Z,2022-09-16T05:45:00Z
TV4,1170,2022-09-17T01:45:00Z,2022-09-17T05:30:00Z
TV4,1171,2022-09-18T20:15:00Z,2022-09-19T01:15:00Z
TV4,1172,2022-09-23T00:15:00Z,2022-09-23T05:30:00Z
TV4,1173,2022-09-25T18:30:00Z,2022-09-25T21:30:00Z
TV4,1174,2022-10-02T01:15:00Z,2022-10-02T05:45:00Z
TV4,1175,2022-10-03T00:00:00Z,2022-10-03T05:30:00Z
TV4,1176,2022-10-05T18:30:00Z,2022-10-06T01:30:00Z
TV4,1177,2022-10-12T01:30:00Z,2022-10-12T05:15:00Z
TV4,1178,2022-10-12T18:00:00Z,2022-10-13T00:00:00Z
TV4,1179,2022-10-17T02:00:00Z,2022-10-17T06:00:00Z
TV4,1180,2022-10-22T21:30:00Z,2022-10-23T06:00:00Z
TV4,1181,2022-10-24T22:15:00Z,2022-10-25T05:45:00Z
TV4,1182,2022-11-09T23:15:00Z,2022-11-10T02:30:00Z
TV4,1183,2022-11-13T22:45:00Z,2022-11-14T04:15:00Z
TV4,1184,2022-11-25T02:45:00Z,2022-11-25T05:45:00Z
TV4,1185,2022-11-30T02:15:00Z,2022-11-30T06:00:00Z
TV4,1186,2022-12-04T01:30:00Z,2022-12-04T05:45:00Z
TV4,1187,2022-12-07T21:45:00Z,2022-12-08T00:45:00Z
TV4,1188,2022-12-28T23:00:00Z,2022-12-29T03:15:00Z
TV4,1189,2023-02-28T23:00:00Z,2023-03-01T06:00:00Z
TV4,1190,2023-03-03T22:15:00Z,2023-03-04T05:45:00Z
TV4,1191,2023-03-08T18:00:00Z,2023-03-08T22:30:00Z
TV4,1192,2023-03-11T17:30:00Z,2023-03-11T23:00:00Z
TV4,1193,2023-03-17T18:30:00Z,2023-03-18T05:45:00Z
TV4,1194,2023-04-01T22:30:00Z,2023-04-02T03:30:00Z
TV4,1195,2023-04-05T22:30:00Z,2023-04-06T02:30:00Z
TV4,1196,2023-04-27T17:00:00Z,2023-04-27T23:15:00Z
